EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,SINGLE_REPEAT_TYPE,SACRIFICE_PERIOD,DOSE,DOSE_UNIT,DOSE_LEVEL,ALP(IU/L),TC(mg/dL),TG(mg/dL),PL(mg/dL),TBIL(mg/dL),DBIL(mg/dL),GLC(mg/dL),BUN(mg/dL),CRE(mg/dL),Na(meq/L),K(meq/L),Cl(meq/L),Ca(mg/dL),IP(mg/dL),TP(g/dL),RALB(g/dL),A/G,AST(IU/L),ALT(IU/L),LDH(IU/L),GTP(IU/L)
0042,12,2,acetaminophen,Repeat,29 day,300,mg/kg,Low,564.0,75.0,309.0,187.0,0.28,0.05,208.0,19.0,0.5,142.0,4.8,106.0,10.5,7.6,6.3,3.6,1.3,55.0,25.0,153.0,1.0
0042,12,3,acetaminophen,Repeat,29 day,300,mg/kg,Low,493.0,75.0,375.0,185.0,0.19,0.0,207.0,21.0,0.5,142.0,5.0,103.0,10.5,7.3,6.8,3.8,1.3,56.0,32.0,113.0,0.0
0042,12,4,acetaminophen,Repeat,29 day,300,mg/kg,Low,548.0,62.0,239.0,157.0,0.25,0.07,166.0,19.0,0.4,144.0,5.2,105.0,10.2,9.1,6.2,3.7,1.5,51.0,30.0,71.0,1.0
0042,12,5,acetaminophen,Repeat,29 day,300,mg/kg,Low,611.0,83.0,112.0,176.0,0.23,0.02,200.0,20.0,0.4,143.0,5.2,103.0,10.4,9.5,6.3,3.7,1.4,48.0,32.0,65.0,1.0
0042,13,1,acetaminophen,Repeat,4 day,600,mg/kg,Middle,855.0,91.0,149.0,182.0,0.24,0.03,163.0,18.0,0.4,141.0,5.8,105.0,10.8,8.6,5.8,3.5,1.5,68.0,33.0,95.0,2.0
0042,13,2,acetaminophen,Repeat,4 day,600,mg/kg,Middle,1075.0,95.0,208.0,213.0,0.33,0.0,196.0,22.0,0.4,141.0,5.6,104.0,10.6,7.5,6.0,3.5,1.4,68.0,63.0,77.0,1.0
0042,13,3,acetaminophen,Repeat,4 day,600,mg/kg,Middle,1356.0,92.0,139.0,206.0,0.3,0.04,192.0,19.0,0.2,142.0,5.4,103.0,11.1,8.7,5.9,3.7,1.7,59.0,32.0,103.0,3.0
0042,13,4,acetaminophen,Repeat,4 day,600,mg/kg,Middle,751.0,78.0,79.0,158.0,0.24,0.03,184.0,17.0,0.2,142.0,5.4,103.0,10.9,10.0,5.6,3.3,1.4,53.0,36.0,78.0,2.0
0042,13,5,acetaminophen,Repeat,4 day,600,mg/kg,Middle,950.0,91.0,36.0,155.0,0.27,0.02,226.0,15.0,0.2,143.0,5.3,104.0,11.5,11.3,5.8,3.4,1.4,46.0,31.0,77.0,1.0
0042,14,1,acetaminophen,Repeat,8 day,600,mg/kg,Middle,882.0,103.0,199.0,217.0,0.21,0.0,204.0,17.0,0.4,143.0,5.6,105.0,10.6,8.4,6.6,3.8,1.4,57.0,28.0,123.0,1.0
0042,14,2,acetaminophen,Repeat,8 day,600,mg/kg,Middle,977.0,65.0,154.0,158.0,0.19,0.02,179.0,19.0,0.4,144.0,5.6,102.0,10.8,9.7,6.5,3.7,1.3,59.0,34.0,126.0,1.0
0042,14,3,acetaminophen,Repeat,8 day,600,mg/kg,Middle,853.0,68.0,99.0,141.0,0.24,0.02,193.0,18.0,0.4,141.0,5.4,104.0,10.6,9.9,6.2,3.6,1.4,55.0,26.0,105.0,1.0
0042,14,4,acetaminophen,Repeat,8 day,600,mg/kg,Middle,798.0,84.0,180.0,151.0,0.2,0.04,192.0,19.0,0.2,140.0,5.6,103.0,10.1,10.8,6.4,4.1,1.8,69.0,37.0,199.0,1.0
0042,14,5,acetaminophen,Repeat,8 day,600,mg/kg,Middle,994.0,89.0,146.0,148.0,0.2,0.05,202.0,20.0,0.4,140.0,5.9,103.0,10.7,10.7,6.2,3.8,1.6,55.0,49.0,77.0,2.0
0042,15,1,acetaminophen,Repeat,15 day,600,mg/kg,Middle,775.0,76.0,275.0,184.0,0.26,0.05,185.0,18.0,0.4,142.0,5.9,105.0,10.5,7.4,6.4,4.0,1.7,56.0,34.0,83.0,1.0
0042,15,2,acetaminophen,Repeat,15 day,600,mg/kg,Middle,841.0,89.0,137.0,179.0,0.21,0.02,173.0,18.0,0.2,141.0,5.8,101.0,10.7,9.2,6.4,3.8,1.5,58.0,32.0,129.0,1.0
0042,15,3,acetaminophen,Repeat,15 day,600,mg/kg,Middle,672.0,88.0,263.0,220.0,0.21,0.1,206.0,18.0,0.4,142.0,5.1,103.0,10.8,10.0,6.6,3.9,1.4,49.0,28.0,112.0,1.0
0042,15,4,acetaminophen,Repeat,15 day,600,mg/kg,Middle,761.0,65.0,106.0,149.0,0.24,0.02,197.0,15.0,0.3,142.0,4.9,102.0,10.8,10.1,5.9,3.5,1.5,59.0,28.0,103.0,1.0
0042,15,5,acetaminophen,Repeat,15 day,600,mg/kg,Middle,941.0,67.0,62.0,143.0,0.24,0.0,215.0,24.0,0.4,143.0,5.1,106.0,10.7,9.5,6.1,3.6,1.4,65.0,35.0,87.0,1.0
0042,16,1,acetaminophen,Repeat,29 day,600,mg/kg,Middle,779.0,88.0,327.0,213.0,0.2,0.04,176.0,24.0,0.5,144.0,5.4,103.0,11.4,10.7,7.5,4.1,1.2,60.0,28.0,117.0,1.0
0042,16,2,acetaminophen,Repeat,29 day,600,mg/kg,Middle,890.0,88.0,232.0,209.0,0.22,0.07,196.0,21.0,0.3,141.0,5.7,103.0,10.2,8.4,6.6,3.9,1.4,59.0,42.0,76.0,0.0
0042,16,3,acetaminophen,Repeat,29 day,600,mg/kg,Middle,585.0,84.0,380.0,226.0,0.23,0.04,192.0,21.0,0.5,141.0,5.2,103.0,10.7,7.9,6.7,3.9,1.4,49.0,25.0,73.0,1.0
0042,16,4,acetaminophen,Repeat,29 day,600,mg/kg,Middle,467.0,89.0,279.0,210.0,0.18,0.07,200.0,20.0,0.4,140.0,5.7,103.0,10.0,8.3,6.5,3.8,1.4,49.0,30.0,90.0,1.0
0042,16,5,acetaminophen,Repeat,29 day,600,mg/kg,Middle,473.0,75.0,160.0,186.0,0.22,0.1,210.0,19.0,0.3,142.0,5.4,103.0,10.5,9.1,6.8,4.1,1.5,42.0,23.0,65.0,1.0
0042,17,1,acetaminophen,Repeat,4 day,1000,mg/kg,High,707.0,114.0,224.0,233.0,0.25,0.03,188.0,21.0,0.4,142.0,5.2,104.0,10.8,8.8,6.4,3.6,1.3,62.0,39.0,122.0,1.0
0042,17,2,acetaminophen,Repeat,4 day,1000,mg/kg,High,844.0,107.0,166.0,209.0,0.31,0.03,171.0,20.0,0.3,143.0,5.9,104.0,10.8,8.9,6.2,3.6,1.4,129.0,63.0,99.0,2.0
0042,17,3,acetaminophen,Repeat,4 day,1000,mg/kg,High,952.0,111.0,67.0,205.0,0.29,0.02,195.0,17.0,0.4,140.0,5.5,103.0,10.7,9.9,5.6,3.3,1.4,111.0,33.0,52.0,1.0
0042,17,4,acetaminophen,Repeat,4 day,1000,mg/kg,High,955.0,100.0,71.0,203.0,0.25,0.03,204.0,19.0,0.5,142.0,5.7,105.0,10.7,9.2,6.0,3.4,1.3,71.0,40.0,101.0,2.0
0042,17,5,acetaminophen,Repeat,4 day,1000,mg/kg,High,984.0,88.0,36.0,151.0,0.34,0.11,186.0,15.0,0.2,142.0,5.6,106.0,10.6,11.6,5.8,3.4,1.4,90.0,50.0,109.0,2.0
0042,18,1,acetaminophen,Repeat,8 day,1000,mg/kg,High,1806.0,75.0,153.0,168.0,0.2,0.03,191.0,16.0,0.3,144.0,5.1,103.0,10.7,8.4,6.3,3.8,1.5,54.0,37.0,124.0,1.0
0042,18,2,acetaminophen,Repeat,8 day,1000,mg/kg,High,735.0,84.0,153.0,175.0,0.15,0.04,215.0,19.0,0.3,142.0,5.0,103.0,11.0,9.7,6.2,3.9,1.7,49.0,27.0,120.0,0.0
0042,18,3,acetaminophen,Repeat,8 day,1000,mg/kg,High,746.0,78.0,138.0,180.0,0.14,0.02,176.0,15.0,0.3,143.0,5.8,106.0,10.7,9.3,6.1,3.8,1.7,54.0,32.0,67.0,2.0
0042,18,4,acetaminophen,Repeat,8 day,1000,mg/kg,High,957.0,67.0,69.0,142.0,0.2,0.06,199.0,17.0,0.3,140.0,5.2,102.0,10.5,9.2,5.8,3.5,1.5,56.0,31.0,132.0,1.0
0042,18,5,acetaminophen,Repeat,8 day,1000,mg/kg,High,681.0,84.0,55.0,175.0,0.25,0.09,230.0,15.0,0.3,143.0,4.8,103.0,10.9,11.0,6.0,3.8,1.7,54.0,27.0,116.0,2.0
0042,19,1,acetaminophen,Repeat,15 day,1000,mg/kg,High,1033.0,82.0,139.0,192.0,0.23,0.02,184.0,17.0,0.2,142.0,5.9,107.0,10.5,7.8,6.2,3.8,1.6,58.0,29.0,121.0,1.0
0042,19,2,acetaminophen,Repeat,15 day,1000,mg/kg,High,695.0,81.0,345.0,207.0,0.29,0.01,176.0,20.0,0.4,144.0,5.5,105.0,10.6,8.0,6.2,3.8,1.6,58.0,30.0,118.0,0.0
0042,19,3,acetaminophen,Repeat,15 day,1000,mg/kg,High,921.0,87.0,77.0,182.0,0.2,0.04,201.0,20.0,0.4,141.0,5.9,104.0,10.4,8.6,5.9,3.5,1.5,60.0,43.0,82.0,3.0
0042,19,4,acetaminophen,Repeat,15 day,1000,mg/kg,High,817.0,77.0,147.0,184.0,0.2,0.01,196.0,13.0,0.3,142.0,5.1,106.0,10.6,8.1,5.7,3.6,1.7,55.0,39.0,113.0,1.0
0042,19,5,acetaminophen,Repeat,15 day,1000,mg/kg,High,1236.0,75.0,92.0,161.0,0.2,0.04,257.0,17.0,0.3,141.0,5.0,105.0,10.4,8.8,5.8,3.4,1.4,57.0,36.0,118.0,2.0
0042,20,1,acetaminophen,Repeat,29 day,1000,mg/kg,High,591.0,89.0,298.0,214.0,0.25,0.03,206.0,29.0,0.5,141.0,5.3,102.0,10.7,8.1,6.8,3.7,1.2,52.0,27.0,84.0,0.0
0042,20,2,acetaminophen,Repeat,29 day,1000,mg/kg,High,679.0,85.0,203.0,191.0,0.21,0.07,175.0,23.0,0.4,143.0,5.0,102.0,10.5,9.1,6.7,4.0,1.5,72.0,36.0,129.0,2.0
0042,20,3,acetaminophen,Repeat,29 day,1000,mg/kg,High,503.0,96.0,194.0,200.0,0.21,0.05,182.0,20.0,0.4,139.0,5.4,105.0,10.2,9.8,6.1,3.6,1.4,48.0,31.0,58.0,1.0
0042,20,4,acetaminophen,Repeat,29 day,1000,mg/kg,High,631.0,79.0,114.0,185.0,0.19,0.11,182.0,20.0,0.3,142.0,4.9,102.0,10.2,8.9,6.4,3.9,1.6,50.0,33.0,134.0,1.0
0042,20,5,acetaminophen,Repeat,29 day,1000,mg/kg,High,556.0,135.0,109.0,265.0,0.26,0.08,246.0,17.0,0.4,143.0,5.4,104.0,10.7,9.8,6.9,3.9,1.3,55.0,28.0,218.0,2.0
0061,01,1,isoniazid,Repeat,4 day,0,mg/kg,Control,987.0,76.0,68.0,138.0,0.26,0.03,227.0,18.0,0.5,137.0,5.0,105.0,10.4,6.4,5.6,3.6,1.8,67.0,36.0,80.0,1.0
0061,01,2,isoniazid,Repeat,4 day,0,mg/kg,Control,952.0,91.0,127.0,183.0,0.31,0.03,231.0,23.0,0.5,140.0,5.4,105.0,10.6,7.2,6.3,4.1,1.9,66.0,36.0,97.0,1.0
0061,01,3,isoniazid,Repeat,4 day,0,mg/kg,Control,700.0,80.0,182.0,168.0,0.38,0.03,176.0,18.0,0.5,140.0,5.3,101.0,11.4,7.9,6.3,4.0,1.7,56.0,33.0,90.0,3.0
0061,01,4,isoniazid,Repeat,4 day,0,mg/kg,Control,813.0,98.0,126.0,180.0,0.29,0.01,201.0,17.0,0.5,140.0,4.9,105.0,10.7,7.8,5.9,3.8,1.8,59.0,30.0,174.0,1.0
0061,01,5,isoniazid,Repeat,4 day,0,mg/kg,Control,732.0,84.0,48.0,148.0,0.29,0.24,211.0,19.0,0.4,140.0,4.8,103.0,11.0,8.9,5.7,3.7,1.9,61.0,33.0,69.0,2.0
0061,02,1,isoniazid,Repeat,8 day,0,mg/kg,Control,1057.0,82.0,76.0,155.0,0.32,0.05,220.0,19.0,0.5,139.0,4.2,103.0,10.5,8.4,5.9,3.9,2.0,61.0,33.0,92.0,1.0
0061,02,2,isoniazid,Repeat,8 day,0,mg/kg,Control,736.0,97.0,149.0,190.0,0.28,0.09,226.0,21.0,0.5,140.0,5.3,105.0,10.6,7.5,6.2,3.7,1.5,55.0,28.0,96.0,1.0
0061,02,3,isoniazid,Repeat,8 day,0,mg/kg,Control,878.0,72.0,182.0,149.0,0.28,0.07,196.0,20.0,0.5,139.0,5.6,106.0,11.0,7.6,5.8,3.4,1.4,59.0,30.0,87.0,1.0
0061,02,4,isoniazid,Repeat,8 day,0,mg/kg,Control,756.0,94.0,122.0,177.0,0.31,0.05,250.0,20.0,0.5,142.0,4.9,105.0,10.7,9.4,5.7,3.7,1.9,54.0,44.0,198.0,1.0
0061,02,5,isoniazid,Repeat,8 day,0,mg/kg,Control,995.0,63.0,122.0,144.0,0.34,0.11,227.0,18.0,0.5,142.0,5.0,106.0,10.1,9.0,6.0,3.6,1.5,54.0,30.0,103.0,2.0
0061,03,1,isoniazid,Repeat,15 day,0,mg/kg,Control,853.0,73.0,185.0,161.0,0.43,0.0,224.0,21.0,0.7,141.0,4.7,103.0,10.6,7.9,6.1,3.5,1.4,76.0,32.0,272.0,0.0
0061,03,2,isoniazid,Repeat,15 day,0,mg/kg,Control,575.0,62.0,197.0,134.0,0.29,0.01,222.0,24.0,0.4,139.0,5.1,108.0,10.1,7.0,6.0,3.7,1.6,59.0,31.0,151.0,0.0
0061,03,3,isoniazid,Repeat,15 day,0,mg/kg,Control,1046.0,71.0,143.0,144.0,0.25,0.0,195.0,15.0,0.5,140.0,5.4,106.0,10.0,8.1,5.6,3.6,1.8,62.0,33.0,89.0,1.0
0061,03,4,isoniazid,Repeat,15 day,0,mg/kg,Control,649.0,82.0,136.0,162.0,0.16,0.0,195.0,19.0,0.6,139.0,5.9,109.0,10.7,6.7,5.8,3.5,1.5,56.0,25.0,198.0,0.0
0061,03,5,isoniazid,Repeat,15 day,0,mg/kg,Control,796.0,94.0,59.0,154.0,0.42,0.0,230.0,17.0,0.6,138.0,4.5,108.0,10.4,9.9,6.0,3.9,1.9,57.0,27.0,90.0,1.0
0061,04,1,isoniazid,Repeat,29 day,0,mg/kg,Control,839.0,55.0,161.0,120.0,0.12,0.03,215.0,22.0,0.6,143.0,4.2,104.0,9.8,7.6,6.5,3.6,1.2,59.0,31.0,98.0,1.0
0061,04,2,isoniazid,Repeat,29 day,0,mg/kg,Control,740.0,72.0,125.0,136.0,0.25,0.02,189.0,19.0,0.5,144.0,4.3,104.0,9.8,7.7,6.1,3.4,1.3,55.0,26.0,62.0,2.0
0061,04,3,isoniazid,Repeat,29 day,0,mg/kg,Control,599.0,85.0,183.0,177.0,0.24,0.08,203.0,20.0,0.5,141.0,4.8,104.0,10.3,6.0,6.3,3.8,1.5,58.0,25.0,87.0,2.0
0061,04,4,isoniazid,Repeat,29 day,0,mg/kg,Control,592.0,58.0,94.0,129.0,0.33,0.08,259.0,20.0,0.6,140.0,4.2,104.0,9.8,8.4,6.0,3.7,1.6,51.0,23.0,59.0,1.0
0061,04,5,isoniazid,Repeat,29 day,0,mg/kg,Control,988.0,83.0,65.0,147.0,0.23,0.09,178.0,16.0,0.5,143.0,4.6,107.0,10.1,6.5,6.0,3.7,1.6,59.0,29.0,61.0,1.0
0061,09,1,isoniazid,Repeat,4 day,50,mg/kg,Low,1036.0,78.0,161.0,153.0,0.23,0.0,217.0,16.0,0.5,141.0,4.9,104.0,10.6,8.4,5.9,3.7,1.7,56.0,24.0,102.0,1.0
0061,09,2,isoniazid,Repeat,4 day,50,mg/kg,Low,1002.0,91.0,151.0,161.0,0.27,0.0,234.0,19.0,0.5,140.0,4.9,106.0,10.8,7.7,6.3,4.0,1.7,61.0,24.0,180.0,1.0
0061,09,3,isoniazid,Repeat,4 day,50,mg/kg,Low,664.0,63.0,59.0,118.0,0.28,0.0,199.0,16.0,0.5,140.0,5.3,105.0,10.3,7.0,6.0,3.7,1.6,54.0,20.0,92.0,1.0
0061,09,4,isoniazid,Repeat,4 day,50,mg/kg,Low,857.0,73.0,60.0,136.0,0.28,0.0,232.0,17.0,0.5,140.0,4.9,103.0,11.0,8.2,5.6,3.8,2.1,56.0,20.0,87.0,1.0
0061,09,5,isoniazid,Repeat,4 day,50,mg/kg,Low,755.0,91.0,59.0,159.0,0.35,0.04,244.0,15.0,0.5,140.0,4.2,105.0,10.8,10.0,5.9,3.8,1.8,58.0,28.0,82.0,1.0
0061,10,1,isoniazid,Repeat,8 day,50,mg/kg,Low,692.0,81.0,71.0,137.0,0.24,0.06,240.0,19.0,0.6,140.0,4.4,104.0,10.4,8.4,5.9,3.5,1.5,58.0,25.0,122.0,1.0
0061,10,2,isoniazid,Repeat,8 day,50,mg/kg,Low,791.0,73.0,184.0,165.0,0.29,0.06,231.0,20.0,0.5,139.0,4.9,106.0,10.9,7.8,6.3,3.7,1.4,62.0,20.0,180.0,1.0
0061,10,3,isoniazid,Repeat,8 day,50,mg/kg,Low,754.0,74.0,136.0,159.0,0.31,0.07,215.0,17.0,0.6,139.0,5.3,107.0,10.8,8.1,6.2,3.8,1.6,66.0,20.0,86.0,1.0
0061,10,4,isoniazid,Repeat,8 day,50,mg/kg,Low,835.0,76.0,70.0,150.0,0.31,0.13,222.0,20.0,0.2,138.0,5.7,107.0,10.6,8.0,6.1,3.7,1.5,52.0,18.0,73.0,1.0
0061,10,5,isoniazid,Repeat,8 day,50,mg/kg,Low,916.0,62.0,41.0,124.0,0.34,0.08,228.0,16.0,0.5,139.0,4.7,104.0,9.9,8.8,5.8,3.3,1.3,65.0,20.0,104.0,1.0
0061,11,1,isoniazid,Repeat,15 day,50,mg/kg,Low,701.0,64.0,181.0,143.0,0.36,0.0,247.0,20.0,0.5,138.0,5.2,106.0,10.3,8.0,5.9,3.8,1.8,66.0,22.0,152.0,1.0
0061,11,2,isoniazid,Repeat,15 day,50,mg/kg,Low,623.0,55.0,158.0,127.0,0.31,0.0,210.0,16.0,0.5,139.0,5.6,105.0,10.6,7.8,5.8,3.7,1.8,55.0,19.0,116.0,1.0
0061,11,3,isoniazid,Repeat,15 day,50,mg/kg,Low,669.0,88.0,131.0,163.0,0.26,0.0,189.0,17.0,0.6,138.0,4.5,105.0,10.5,6.7,6.3,3.8,1.5,56.0,24.0,76.0,0.0
0061,11,4,isoniazid,Repeat,15 day,50,mg/kg,Low,777.0,65.0,42.0,121.0,0.29,0.0,189.0,14.0,0.6,138.0,5.5,106.0,10.6,9.9,6.1,3.6,1.4,66.0,19.0,88.0,0.0
0061,11,5,isoniazid,Repeat,15 day,50,mg/kg,Low,645.0,72.0,84.0,139.0,0.34,0.0,180.0,13.0,0.6,138.0,4.9,107.0,10.6,7.9,6.1,3.5,1.4,48.0,11.0,76.0,0.0
0061,12,1,isoniazid,Repeat,29 day,50,mg/kg,Low,572.0,61.0,124.0,124.0,0.31,0.03,209.0,24.0,0.6,141.0,4.3,105.0,10.0,6.0,6.0,3.6,1.5,50.0,13.0,89.0,1.0
0061,12,2,isoniazid,Repeat,29 day,50,mg/kg,Low,496.0,65.0,208.0,145.0,0.17,0.04,196.0,19.0,0.6,143.0,4.9,105.0,10.3,7.0,6.3,3.6,1.3,59.0,19.0,143.0,1.0
0061,12,3,isoniazid,Repeat,29 day,50,mg/kg,Low,784.0,64.0,133.0,143.0,0.19,0.0,197.0,19.0,0.5,141.0,4.7,106.0,9.9,6.6,6.1,3.7,1.5,59.0,15.0,76.0,2.0
0061,12,4,isoniazid,Repeat,29 day,50,mg/kg,Low,402.0,69.0,67.0,133.0,0.26,0.07,205.0,21.0,0.5,140.0,4.5,103.0,10.1,7.5,5.8,3.5,1.5,52.0,16.0,81.0,1.0
0061,12,5,isoniazid,Repeat,29 day,50,mg/kg,Low,547.0,73.0,124.0,148.0,0.26,0.07,236.0,19.0,0.6,142.0,4.3,105.0,10.1,9.4,6.1,3.4,1.3,56.0,8.0,48.0,2.0
0061,13,1,isoniazid,Repeat,4 day,100,mg/kg,Middle,869.0,78.0,94.0,155.0,0.2,0.0,196.0,17.0,0.5,142.0,4.8,105.0,10.6,7.7,6.0,3.8,1.7,55.0,24.0,91.0,1.0
0061,13,2,isoniazid,Repeat,4 day,100,mg/kg,Middle,1196.0,69.0,126.0,143.0,0.29,0.0,192.0,20.0,0.4,141.0,5.2,104.0,11.0,7.9,6.1,3.9,1.8,57.0,18.0,91.0,1.0
0061,13,3,isoniazid,Repeat,4 day,100,mg/kg,Middle,807.0,99.0,147.0,197.0,0.3,0.02,203.0,17.0,0.4,141.0,5.1,102.0,11.1,8.6,5.9,3.6,1.6,56.0,18.0,109.0,1.0
0061,13,4,isoniazid,Repeat,4 day,100,mg/kg,Middle,1079.0,88.0,95.0,155.0,0.3,0.0,221.0,17.0,0.4,139.0,5.2,102.0,10.8,8.4,5.9,3.4,1.4,52.0,15.0,109.0,0.0
0061,13,5,isoniazid,Repeat,4 day,100,mg/kg,Middle,859.0,73.0,61.0,143.0,0.35,0.05,209.0,15.0,0.6,140.0,4.8,104.0,11.2,10.3,5.9,3.9,2.0,55.0,18.0,67.0,2.0
0061,14,1,isoniazid,Repeat,8 day,100,mg/kg,Middle,966.0,64.0,123.0,135.0,0.31,0.01,212.0,23.0,0.6,141.0,5.0,105.0,10.1,7.8,5.9,3.6,1.6,59.0,19.0,111.0,0.0
0061,14,2,isoniazid,Repeat,8 day,100,mg/kg,Middle,728.0,68.0,134.0,134.0,0.26,0.04,214.0,20.0,0.5,139.0,5.2,107.0,10.4,7.6,6.0,3.6,1.5,63.0,17.0,100.0,1.0
0061,14,3,isoniazid,Repeat,8 day,100,mg/kg,Middle,928.0,63.0,96.0,126.0,0.27,0.03,210.0,20.0,0.5,140.0,4.6,106.0,10.6,9.3,6.0,3.6,1.5,52.0,14.0,87.0,1.0
0061,14,4,isoniazid,Repeat,8 day,100,mg/kg,Middle,804.0,76.0,64.0,145.0,0.3,0.11,211.0,14.0,0.5,139.0,4.9,105.0,10.2,7.8,5.7,3.5,1.6,52.0,12.0,87.0,1.0
0061,14,5,isoniazid,Repeat,8 day,100,mg/kg,Middle,690.0,81.0,41.0,134.0,0.28,0.07,230.0,15.0,0.5,138.0,4.7,104.0,10.1,9.4,6.0,3.7,1.6,57.0,15.0,76.0,2.0
0061,15,1,isoniazid,Repeat,15 day,100,mg/kg,Middle,662.0,60.0,91.0,128.0,0.32,0.0,210.0,23.0,0.5,138.0,4.9,105.0,9.9,6.7,6.1,3.9,1.8,61.0,14.0,143.0,1.0
0061,15,2,isoniazid,Repeat,15 day,100,mg/kg,Middle,1061.0,62.0,109.0,136.0,0.37,0.0,186.0,19.0,0.6,138.0,5.4,106.0,10.3,6.7,6.3,4.0,1.7,49.0,10.0,78.0,1.0
0061,15,3,isoniazid,Repeat,15 day,100,mg/kg,Middle,668.0,85.0,114.0,160.0,0.37,0.0,237.0,20.0,0.5,138.0,5.2,108.0,10.1,7.6,6.1,4.0,1.9,49.0,14.0,64.0,1.0
0061,15,4,isoniazid,Repeat,15 day,100,mg/kg,Middle,541.0,58.0,68.0,112.0,0.46,0.0,212.0,18.0,0.2,138.0,4.8,104.0,10.4,7.9,5.9,3.5,1.5,48.0,8.0,82.0,1.0
0061,15,5,isoniazid,Repeat,15 day,100,mg/kg,Middle,678.0,85.0,92.0,166.0,0.28,0.2,241.0,18.0,0.7,141.0,5.4,107.0,11.3,11.1,6.0,3.5,1.4,60.0,13.0,93.0,1.0
0061,16,1,isoniazid,Repeat,29 day,100,mg/kg,Middle,597.0,71.0,130.0,149.0,0.14,0.0,213.0,25.0,0.6,141.0,4.7,102.0,9.8,7.8,6.4,3.8,1.5,52.0,15.0,85.0,1.0
0061,16,2,isoniazid,Repeat,29 day,100,mg/kg,Middle,594.0,62.0,197.0,145.0,0.23,0.0,242.0,19.0,0.5,142.0,4.0,104.0,10.0,5.9,6.4,3.6,1.3,60.0,13.0,92.0,1.0
0061,16,3,isoniazid,Repeat,29 day,100,mg/kg,Middle,531.0,77.0,98.0,157.0,0.23,0.06,205.0,20.0,0.5,139.0,4.7,105.0,10.3,6.8,6.4,3.8,1.5,58.0,14.0,81.0,1.0
0061,16,4,isoniazid,Repeat,29 day,100,mg/kg,Middle,727.0,63.0,63.0,134.0,0.29,0.05,228.0,18.0,0.5,140.0,4.6,105.0,10.1,7.2,6.2,3.5,1.3,54.0,9.0,63.0,1.0
0061,16,5,isoniazid,Repeat,29 day,100,mg/kg,Middle,499.0,70.0,39.0,124.0,0.26,0.01,225.0,19.0,0.5,141.0,4.7,107.0,9.7,7.0,5.7,3.4,1.5,52.0,7.0,58.0,1.0
0061,17,1,isoniazid,Repeat,4 day,200,mg/kg,High,766.0,76.0,93.0,151.0,0.26,0.03,212.0,21.0,0.5,140.0,5.3,105.0,10.9,7.5,6.1,4.0,1.9,45.0,15.0,98.0,1.0
0061,17,2,isoniazid,Repeat,4 day,200,mg/kg,High,584.0,54.0,49.0,113.0,0.31,0.0,191.0,16.0,0.4,141.0,5.1,105.0,10.4,6.9,5.6,3.8,2.1,48.0,13.0,93.0,1.0
0061,17,3,isoniazid,Repeat,4 day,200,mg/kg,High,816.0,79.0,54.0,139.0,0.32,0.0,223.0,20.0,0.5,140.0,5.1,104.0,10.7,7.5,5.7,3.7,1.9,46.0,10.0,85.0,2.0
0061,17,4,isoniazid,Repeat,4 day,200,mg/kg,High,777.0,74.0,72.0,138.0,0.34,0.0,212.0,17.0,0.4,140.0,4.8,104.0,10.6,7.8,5.9,3.6,1.6,40.0,8.0,87.0,2.0
0061,17,5,isoniazid,Repeat,4 day,200,mg/kg,High,671.0,110.0,47.0,162.0,0.33,0.0,210.0,21.0,0.5,140.0,5.0,106.0,10.6,8.4,5.9,3.8,1.8,43.0,7.0,116.0,1.0
0061,18,1,isoniazid,Repeat,8 day,200,mg/kg,High,795.0,55.0,54.0,113.0,0.32,0.11,195.0,17.0,0.5,140.0,5.4,105.0,10.3,8.1,5.7,3.6,1.7,51.0,12.0,92.0,2.0
0061,18,2,isoniazid,Repeat,8 day,200,mg/kg,High,911.0,58.0,106.0,124.0,0.3,0.0,218.0,16.0,0.5,139.0,5.7,107.0,10.0,7.1,6.3,3.8,1.5,46.0,9.0,90.0,1.0
0061,18,3,isoniazid,Repeat,8 day,200,mg/kg,High,717.0,81.0,38.0,139.0,0.34,0.03,199.0,15.0,0.4,141.0,4.7,104.0,10.7,7.9,6.1,3.9,1.8,40.0,7.0,63.0,1.0
0061,18,4,isoniazid,Repeat,8 day,200,mg/kg,High,745.0,66.0,50.0,136.0,0.17,0.0,248.0,16.0,0.4,142.0,4.8,103.0,10.7,9.6,6.1,3.8,1.7,45.0,7.0,65.0,1.0
0061,18,5,isoniazid,Repeat,8 day,200,mg/kg,High,619.0,62.0,63.0,127.0,0.35,0.0,201.0,17.0,0.5,141.0,4.7,106.0,10.3,7.2,6.3,3.7,1.4,52.0,8.0,78.0,1.0
0061,19,1,isoniazid,Repeat,15 day,200,mg/kg,High,563.0,74.0,111.0,152.0,0.33,0.0,205.0,24.0,0.6,140.0,5.2,107.0,10.6,7.2,6.2,3.8,1.6,47.0,10.0,153.0,0.0
0061,19,2,isoniazid,Repeat,15 day,200,mg/kg,High,516.0,53.0,52.0,118.0,0.34,0.0,221.0,22.0,0.6,137.0,5.5,109.0,10.0,7.4,6.0,3.9,1.9,40.0,9.0,112.0,0.0
